EstabelecimentoID,TipoEstabelecimentoID,CidadeID,NomeEstabelecimento,Endereco,CEP,Latitude,Longitude,Telefone,HorarioFuncionamento,DataAbertura,DataCriacao,Ativo
885,9,264,Nascimento,"Avenida de Câmara, 29
Monsenhor Messias
12517-988 Albuquerque / RR",89148-315,-23.476595124575972,-46.70433999802633,(041) 6508 8106,08:00-22:00,2021-11-14,2025-07-29 19:50:56.311614,1
886,5,421,Montenegro,"Vereda de Gomes, 3
Lorena
20077911 Gomes / MS",66764-349,-23.515212391275668,-46.548105143991556,+55 (031) 3313 3402,08:00-22:00,2022-09-18,2025-07-29 19:50:56.311614,1
887,5,101,Monteiro da Cruz - ME,"Colônia Thales Pacheco, 45
Vila São Geraldo
01803-446 Moura de Lima / AL",42320415,-23.556689551564595,-46.566459817206834,0800 433 7694,08:00-22:00,2021-03-29,2025-07-29 19:50:56.311614,1
888,3,441,da Costa,"Ladeira Costa, 49
Vila Ouro Minas
98374937 Caldeira / MT",15361-026,-23.646623273770366,-46.67996878962692,+55 21 1833-6583,08:00-22:00,2016-06-27,2025-07-29 19:50:56.311614,1
889,7,253,Caldeira,"Viela Ravi Lucca Cavalcanti, 71
Jardim São José
47603-029 da Mata de Mendes / DF",26528-351,-23.41139520690396,-46.60065350710063,0300-285-8444,08:00-22:00,2023-02-09,2025-07-29 19:50:56.311614,1
890,5,142,da Conceição,"Viaduto Ribeiro, 69
Barão Homem De Melo 2ª Seção
75511-917 Novaes / AP",97849-232,-23.697642486989277,-46.68166635531156,21 6409 5004,08:00-22:00,2018-10-01,2025-07-29 19:50:56.311614,1
891,2,389,Pastor,"Sítio de Pacheco, 613
Guarani
79142458 Oliveira do Norte / PE",20351-026,-23.492255659731036,-46.62860584850513,+55 (031) 0512 9526,08:00-22:00,2021-08-03,2025-07-29 19:50:56.311614,1
892,9,253,Gomes,"Largo Cavalcanti
Conjunto Jatoba
29659339 Nunes do Oeste / TO",19586064,-23.54776670263851,-46.50263541161247,+55 21 0575 8780,08:00-22:00,2016-06-18,2025-07-29 19:50:56.311614,1
893,5,73,Silva Souza - ME,"Morro de Castro, 334
Providencia
01942-022 Ferreira das Pedras / SE",05638004,-23.429225432992627,-46.63932765982933,+55 (031) 6381-5286,08:00-22:00,2020-02-07,2025-07-29 19:50:56.311614,1
894,7,214,Cavalcanti - EI,"Loteamento de Guerra, 20
Santo Agostinho
64267540 Garcia das Flores / BA",94169832,-23.585790816193565,-46.50342758015085,81 4384-5291,08:00-22:00,2016-09-18,2025-07-29 19:50:56.311614,1
895,7,379,Teixeira e Filhos,"Loteamento Novais, 28
Vila Minaslandia
89869004 Ramos / RO",60076-602,-23.544406674309613,-46.57584026812058,+55 (071) 3802-6331,08:00-22:00,2016-10-24,2025-07-29 19:50:56.311614,1
896,10,299,da Conceição S.A.,"Conjunto Pietra da Mata, 87
Vila Pilar
88137-119 Mendonça / AL",21653032,-23.477298182425983,-46.763783312921056,0900-294-9249,08:00-22:00,2020-08-10,2025-07-29 19:50:56.311614,1
897,8,433,Lopes,"Campo de Correia
João Alfredo
13240644 da Cruz de Goiás / RN",73651156,-23.685730037003243,-46.56121014941989,(011) 7126 8259,08:00-22:00,2017-10-11,2025-07-29 19:50:56.311614,1
898,4,379,Martins,"Recanto Pires, 22
Barão Homem De Melo 3ª Seção
07296-046 Carvalho / ES",64911277,-23.68365742769249,-46.75161430755905,+55 71 7300-2812,08:00-22:00,2022-12-28,2025-07-29 19:50:56.311614,1
899,7,492,Pinto,"Largo Maria Luiza da Rocha, 344
São João
59984514 Alves do Oeste / GO",15032-598,-23.63649817534862,-46.64030141748402,+55 (041) 0670 9455,08:00-22:00,2025-07-21,2025-07-29 19:50:56.311614,1
900,3,172,Fernandes Pimenta e Filhos,"Lagoa Vasconcelos, 92
Conjunto Serra Verde
73126291 Aragão do Norte / MT",10647-458,-23.65607262494123,-46.616026429660316,+55 (061) 1394 1932,08:00-22:00,2017-08-25,2025-07-29 19:50:56.311614,1
901,9,440,Pires Cavalcante - ME,"Loteamento de Cavalcanti, 8
Santa Helena
68578-930 Correia Alegre / AP",47043963,-23.69806695949983,-46.53233086343419,+55 (021) 7259 6774,08:00-22:00,2024-02-22,2025-07-29 19:50:56.311614,1
902,8,304,Moura,"Lago Yuri Marques
Maria Goretti
81727-014 Siqueira do Norte / AP",82065356,-23.513103053368134,-46.73687273692286,(061) 3087 4470,08:00-22:00,2023-02-11,2025-07-29 19:50:56.311614,1
903,10,414,Cardoso Almeida - EI,"Recanto João Lucas Marques, 2
Vila Nossa Senhora Do Rosário
58113-396 Aragão Verde / AP",50911588,-23.461218609763197,-46.53721737829084,84 1433 2807,08:00-22:00,2018-05-25,2025-07-29 19:50:56.311614,1
904,9,417,Nascimento S/A,"Núcleo Pimenta, 832
Vila São João Batista
09890-929 Nogueira de Goiás / PR",61811010,-23.412865507099323,-46.51965186721251,+55 (051) 9355 0275,08:00-22:00,2020-05-21,2025-07-29 19:50:56.311614,1
905,2,498,Gonçalves Ltda.,"Praça de Câmara
Álvaro Camargos
30135-326 Jesus Grande / RJ",38259392,-23.567729904698425,-46.773153794622125,(081) 9830-8458,08:00-22:00,2024-08-28,2025-07-29 19:50:56.311614,1
906,4,230,Farias,"Sítio de Machado, 32
Serrano
06603-599 Nascimento do Sul / PB",24880-505,-23.616083802527527,-46.534414464596395,0300-674-7896,08:00-22:00,2015-08-10,2025-07-29 19:50:56.311614,1
907,1,421,Novaes,"Estação de Novais, 866
Acaiaca
70337-267 Cunha da Prata / AM",36576758,-23.44082926536645,-46.72224598541767,(071) 7535-6334,08:00-22:00,2021-11-20,2025-07-29 19:50:56.311614,1
908,8,434,Leão S.A.,"Fazenda Kevin Novais, 59
Vila Betânia
13152897 Leão do Amparo / MA",41024-708,-23.44668131614818,-46.775699715185354,+55 61 3781 8124,08:00-22:00,2021-01-04,2025-07-29 19:50:56.311614,1
909,4,237,Costa Ltda.,"Vale Ryan Rocha, 109
Glória
64832-881 Freitas / MG",38723967,-23.512547036719887,-46.5124276932245,31 3082 6913,08:00-22:00,2021-01-10,2025-07-29 19:50:56.311614,1
910,4,230,Pimenta Jesus - ME,"Esplanada Pereira, 4
Satelite
18748759 Vargas da Praia / RJ",11777260,-23.61805528840742,-46.68233895382512,0500-696-5288,08:00-22:00,2018-02-13,2025-07-29 19:50:56.311614,1
911,7,7,das Neves,"Colônia Alexandre Moura, 7
Vila Trinta E Um De Março
57464-753 da Mata / TO",27505-214,-23.427444721528218,-46.61310494845891,+55 (021) 6280 3907,08:00-22:00,2025-06-30,2025-07-29 19:50:56.311614,1
912,6,195,Melo,"Ladeira Stephany Cassiano, 61
Vila Santa Monica 1ª Seção
64585-330 Teixeira / RR",98189-559,-23.646479598992464,-46.6341380640614,+55 21 8874-6602,08:00-22:00,2016-12-13,2025-07-29 19:50:56.311614,1
913,3,256,Freitas,"Passarela de Santos, 2
Santa Amelia
90946-762 Siqueira das Pedras / SP",39215182,-23.686906048906895,-46.73604542260205,(081) 9938 6961,08:00-22:00,2017-11-25,2025-07-29 19:50:56.311614,1
914,8,171,Cardoso Santos S.A.,"Vale Sampaio, 6
Vila Santo Antônio
50670-602 Rocha / SE",97535340,-23.46101451458179,-46.59913028154988,(031) 7095 9793,08:00-22:00,2016-04-04,2025-07-29 19:50:56.311614,1
915,2,40,Pires S.A.,"Vila Fernandes, 46
Aparecida
03763-452 Gonçalves / MG",14482853,-23.53090228186966,-46.786165503297816,+55 81 8683-4235,08:00-22:00,2019-12-09,2025-07-29 19:50:56.311614,1
916,1,288,Câmara Fonseca - EI,"Residencial Rezende, 42
Estrela
27950-277 Costa / AP",74368-109,-23.62605965486444,-46.7390715221064,+55 51 3863 4915,08:00-22:00,2015-12-08,2025-07-29 19:50:56.311614,1
917,2,228,Monteiro Castro e Filhos,"Trecho de Porto, 39
Dom Cabral
05424009 Almeida / SC",30154-938,-23.498731301303934,-46.51660087471981,51 2018 4050,08:00-22:00,2021-03-20,2025-07-29 19:50:56.311614,1
918,9,234,Aragão,"Aeroporto Ana Sophia Teixeira, 83
Madri
35564144 Monteiro Grande / RO",37726621,-23.46998504285617,-46.51394774262277,+55 51 6718 4831,08:00-22:00,2023-05-07,2025-07-29 19:50:56.311614,1
919,5,361,Sá,"Lagoa de Melo, 39
Itaipu
55668944 Lopes de Lopes / AM",23118-104,-23.446636214597312,-46.655203442455964,+55 51 6260 8838,08:00-22:00,2025-07-04,2025-07-29 19:50:56.311614,1
920,5,183,Costa,"Trecho Eduarda Garcia, 77
São Jorge 3ª Seção
73693050 Mendonça / PB",31139-583,-23.61536219520941,-46.74927847832586,(041) 5741 0163,08:00-22:00,2018-10-26,2025-07-29 19:50:56.311614,1
921,6,493,Ferreira - ME,"Vila da Luz, 30
Pindura Saia
28007846 Caldeira / AM",44763-958,-23.692323764624415,-46.67351398168951,0900 043 5501,08:00-22:00,2019-07-20,2025-07-29 19:50:56.311614,1
922,3,211,Casa Grande - ME,"Vale Isabelly da Conceição, 816
Vila Suzana Primeira Seção
74158684 Novais Alegre / MT",25878204,-23.546988353991942,-46.53687875001243,0500-054-9418,08:00-22:00,2023-06-04,2025-07-29 19:50:56.311614,1
923,1,479,Nogueira,"Núcleo Joana Pacheco, 88
Santo Agostinho
10893588 Vargas do Campo / AC",78973-194,-23.44317642056088,-46.778917783669186,(051) 0276 9469,08:00-22:00,2024-05-06,2025-07-29 19:50:56.311614,1
924,8,350,Abreu,"Avenida de Monteiro, 24
Santa Efigênia
07810927 Costela / RR",27712616,-23.63765359882142,-46.76163942685094,0900 805 4349,08:00-22:00,2015-08-24,2025-07-29 19:50:56.311614,1
925,7,367,Teixeira,"Viaduto de Santos, 76
Nova Pampulha
54475053 Correia / RS",47427-771,-23.57366235806444,-46.53130414624318,+55 (041) 8868-6085,08:00-22:00,2021-12-31,2025-07-29 19:50:56.311614,1
926,8,229,Sá - ME,"Área Yago Sá, 799
Corumbiara
91746051 da Luz de da Rocha / MS",98047272,-23.62307377947453,-46.67538497979218,0500-966-6122,08:00-22:00,2021-07-31,2025-07-29 19:50:56.311614,1
927,9,345,Cunha,"Vale Moreira
Serrano
13406534 Garcia da Mata / DF",36514-110,-23.695991204572827,-46.774962418457285,(081) 9241-6466,08:00-22:00,2017-06-25,2025-07-29 19:50:56.311614,1
928,2,255,Novais - EI,"Praça Farias, 598
Graça
27369-047 Melo dos Dourados / RN",33173-115,-23.430442771066996,-46.7582372768478,+55 21 2471-0263,08:00-22:00,2016-05-16,2025-07-29 19:50:56.311614,1
929,5,77,Fernandes,"Passarela de Dias, 97
Vila Real 2ª Seção
29920048 Moreira do Amparo / AC",75778-709,-23.6594840319873,-46.53526554661176,+55 21 7605 5408,08:00-22:00,2021-02-12,2025-07-29 19:50:56.311614,1
930,2,460,Siqueira - EI,"Trecho Diego da Rosa, 47
Pirineus
67479609 Mendes de Macedo / DF",09739093,-23.469969865273946,-46.65296898851265,(021) 7064-5063,08:00-22:00,2024-12-02,2025-07-29 19:50:56.311614,1
931,8,265,Rodrigues - EI,"Trevo Martins, 92
Bairro Das Indústrias Ii
91856-734 Ribeiro / PB",96547-347,-23.5960190304625,-46.751101707641624,+55 (084) 4300 2130,08:00-22:00,2022-06-01,2025-07-29 19:50:56.311614,1
932,4,232,Freitas,"Estrada Luigi Correia
Guarani
18676492 da Conceição do Galho / AM",19069-834,-23.616695427328,-46.53178207352156,(051) 3285 7017,08:00-22:00,2016-09-29,2025-07-29 19:50:56.311614,1
933,4,137,Campos S.A.,"Condomínio de Ferreira, 2
Vila Oeste
63465-425 Correia / MT",10507746,-23.41769133404839,-46.54641633324637,0900 219 0575,08:00-22:00,2019-07-23,2025-07-29 19:50:56.311614,1
934,10,64,Viana Moura Ltda.,"Lago de Barbosa
Flavio De Oliveira
27049-892 Monteiro / RR",89093882,-23.502840153977807,-46.793092994763505,0500-697-0745,08:00-22:00,2019-01-13,2025-07-29 19:50:56.311614,1
935,8,245,Moura,"Jardim Paulo Siqueira, 247
Aparecida
41319-187 Almeida / ES",03485-452,-23.493923201423556,-46.62570296767516,+55 21 7298 5368,08:00-22:00,2022-07-27,2025-07-29 19:50:56.311614,1
936,7,429,Martins,"Favela Felipe Camargo, 887
Aparecida
48210627 Mendes / SC",78262810,-23.472104124463847,-46.72669900488579,(081) 6140-9809,08:00-22:00,2023-08-31,2025-07-29 19:50:56.311614,1
937,1,91,Santos - ME,"Praça Silveira
Eymard
94321-434 Santos de Cassiano / SC",76256-821,-23.5977199991932,-46.64005925640583,+55 71 5484 5143,08:00-22:00,2022-01-12,2025-07-29 19:50:56.311614,1
938,7,445,Pires S.A.,"Esplanada Gustavo Henrique Nunes
Pilar
02058-003 Siqueira do Campo / MT",40809152,-23.530900655791267,-46.7162195003384,0800 996 0139,08:00-22:00,2022-05-13,2025-07-29 19:50:56.311614,1
939,10,233,Ferreira Nunes S/A,"Vila de Rios, 20
Vila Havaí
25980-303 Brito / SP",22610-654,-23.618932996785933,-46.70523711573241,41 7034-8840,08:00-22:00,2025-02-17,2025-07-29 19:50:56.311614,1
940,3,351,Melo,"Rodovia de Silveira, 57
São Jorge 2ª Seção
94974299 Porto de Goiás / AP",60162-018,-23.44963754535694,-46.61944424027023,+55 (021) 5628 1795,08:00-22:00,2019-01-25,2025-07-29 19:50:56.311614,1
941,5,454,Camargo Ltda.,"Colônia Porto, 60
Mirante
95849451 Albuquerque do Amparo / MG",96317-820,-23.5202077862104,-46.63834224666968,+55 31 2108 8374,08:00-22:00,2020-02-10,2025-07-29 19:50:56.311614,1
942,8,349,da Cruz,"Viaduto Vinícius Lopes, 375
Vila Maria
49785913 Silva do Amparo / RN",27579538,-23.626977952187662,-46.681442280665756,+55 41 6310 1861,08:00-22:00,2023-04-13,2025-07-29 19:50:56.311614,1
943,6,94,Mendonça,"Rua de Cirino, 782
Sagrada Família
47339617 Pinto / GO",38756-032,-23.430072478103465,-46.76772960845129,+55 (061) 5821-9314,08:00-22:00,2021-08-29,2025-07-29 19:50:56.311614,1
944,8,422,Vasconcelos,"Rua de Garcia, 72
Alta Tensão 2ª Seção
67162-568 Moraes / PI",83697956,-23.525747999854843,-46.50917283042612,+55 31 3744-9839,08:00-22:00,2021-08-03,2025-07-29 19:50:56.311614,1
945,5,203,Nogueira S/A,"Trecho de Aragão
Bonfim
45380978 Carvalho / MS",22613060,-23.551490849022777,-46.747618334858984,51 2963 4515,08:00-22:00,2015-08-08,2025-07-29 19:50:56.311614,1
946,10,490,da Mata,"Distrito Barbosa, 74
Camargos
74718-657 Lopes de Goiás / DF",09780-902,-23.68965372407041,-46.61006482651308,71 5643-7906,08:00-22:00,2017-07-02,2025-07-29 19:50:56.311614,1
947,9,174,Pastor,"Vale Dom Abreu, 8
Vila Jardim Alvorada
81584-510 Correia / RO",71315-304,-23.427059398451814,-46.77517657118878,(084) 7288 8688,08:00-22:00,2024-11-09,2025-07-29 19:50:56.311614,1
948,6,124,Machado,"Conjunto da Mota, 14
Marmiteiros
28924128 Peixoto / PI",27654251,-23.414317825190587,-46.593506150236315,+55 11 2242-8206,08:00-22:00,2023-03-29,2025-07-29 19:50:56.311614,1
949,9,70,Azevedo - EI,"Trecho de da Mota
Venda Nova
94979-207 Nascimento do Sul / RR",23815-295,-23.531220411648658,-46.77154806498483,31 8175-0252,08:00-22:00,2019-01-03,2025-07-29 19:50:56.311614,1
950,4,103,Fogaça,"Setor de Souza, 230
Salgado Filho
14221-233 Farias de Minas / RS",51714554,-23.56724599391563,-46.7311474975482,+55 71 6174 7841,08:00-22:00,2017-04-28,2025-07-29 19:50:56.311614,1
951,2,233,da Paz S/A,"Vereda Mariana Barros, 76
Itapoa
10278-799 da Cunha da Serra / MA",49298651,-23.59213048019859,-46.605904440186585,+55 (084) 2445 3625,08:00-22:00,2024-02-10,2025-07-29 19:50:56.311614,1
952,8,64,da Luz,"Setor de Aparecida
São João Batista
15534777 Sales / MT",87501-400,-23.619585605239187,-46.71511944241669,+55 (041) 8692 9537,08:00-22:00,2016-02-05,2025-07-29 19:50:56.311614,1
953,5,95,da Mota S/A,"Residencial Yasmin Nogueira, 48
Aparecida 7ª Seção
17894338 Porto / AP",26804534,-23.52764119865874,-46.64014475545562,+55 (021) 7603 0284,08:00-22:00,2020-07-25,2025-07-29 19:50:56.311614,1
954,2,163,Nogueira,"Recanto Allana Gomes, 56
Coração De Jesus
13845-482 Almeida da Praia / TO",77600832,-23.661571484095628,-46.76264838199877,51 1934 5764,08:00-22:00,2019-03-02,2025-07-29 19:50:56.311614,1
955,6,268,Castro,"Pátio de Fogaça, 7
Bairro Das Indústrias Ii
13113811 Nunes / AC",10687-559,-23.424247917526458,-46.739279838220135,+55 81 9351 1118,08:00-22:00,2017-07-09,2025-07-29 19:50:56.311614,1
956,3,304,Costela Vasconcelos - ME,"Distrito Yan Pacheco, 22
Miramar
63218-513 Rodrigues de das Neves / SP",42989-717,-23.647212378582655,-46.579867227523614,(051) 6286-7645,08:00-22:00,2017-05-25,2025-07-29 19:50:56.311614,1
957,1,319,Freitas,"Esplanada Rezende, 138
Alto Das Antenas
41002-621 Ribeiro / RR",70950749,-23.476346021296944,-46.78945834191533,+55 (041) 0811 9064,08:00-22:00,2021-03-07,2025-07-29 19:50:56.311614,1
958,6,173,Moreira Abreu Ltda.,"Praia de Cardoso, 34
Universitário
35119-926 Câmara do Campo / MA",69036971,-23.607933668289405,-46.76645993704288,+55 (051) 2147-7114,08:00-22:00,2020-06-19,2025-07-29 19:50:56.311614,1
959,8,6,Gonçalves,"Pátio de da Costa, 69
Boa Vista
10123375 Melo da Prata / MA",84924032,-23.632178676696395,-46.735513194416804,+55 21 8262-7558,08:00-22:00,2025-05-14,2025-07-29 19:50:56.311614,1
960,1,301,Pimenta - EI,"Vale Erick Pires
Prado
27859587 Fonseca / GO",44676-111,-23.532639246193565,-46.79394283226871,0900-557-7958,08:00-22:00,2025-05-24,2025-07-29 19:50:56.311614,1
961,3,346,Sá,"Estação Hadassa Farias
Bernadete
05653-124 Novaes da Mata / CE",65898-874,-23.470462505652147,-46.77138639044814,81 7060-5041,08:00-22:00,2019-02-18,2025-07-29 19:50:56.311614,1
962,6,101,Rodrigues,"Sítio Correia
Novo Santa Cecilia
69263-732 Duarte / SE",06208911,-23.481978999317903,-46.71558255670913,+55 51 2685 2026,08:00-22:00,2024-01-26,2025-07-29 19:50:56.311614,1
963,10,416,Leão S.A.,"Recanto Rocha, 9
Novo Santa Cecilia
00458721 Rezende de Teixeira / RS",54962319,-23.629873094730836,-46.77212476452505,+55 71 2345 8997,08:00-22:00,2017-01-19,2025-07-29 19:50:56.311614,1
964,3,452,Rios,"Vereda Yuri Oliveira, 1
Santa Cecilia
77660842 Sales / CE",39839929,-23.60084929491912,-46.54016417099104,+55 (084) 6371 5785,08:00-22:00,2025-01-05,2025-07-29 19:50:56.311614,1
965,7,360,Cassiano Leão - ME,"Campo Maria Cecília Alves, 17
Corumbiara
86464-536 Lopes / MA",72785997,-23.439350345099886,-46.78017786284665,+55 (084) 7310 2612,08:00-22:00,2024-08-13,2025-07-29 19:50:56.311614,1
966,6,131,Pinto,"Pátio Costela, 88
Boa Esperança
16150-947 da Mota da Prata / SE",46903-981,-23.483026876645077,-46.54170489024653,+55 (021) 4721-7801,08:00-22:00,2017-11-23,2025-07-29 19:50:56.311614,1
967,9,383,Machado,"Lagoa de Fogaça, 77
Maria Goretti
89798371 Moraes / RJ",63578-940,-23.48619182839423,-46.55314197418192,(084) 7697 2919,08:00-22:00,2022-07-08,2025-07-29 19:50:56.311614,1
968,6,386,Macedo S.A.,"Via de Moura, 418
Vila Havaí
46507422 Freitas / SP",12851-105,-23.61932847710043,-46.76977152163098,+55 21 2789 9251,08:00-22:00,2016-01-05,2025-07-29 19:50:56.311614,1
969,7,20,Moura S.A.,"Rua de da Conceição, 17
Conjunto Providencia
26561-745 Mendes / ES",74301740,-23.46239870769767,-46.79244260571842,84 6958-0890,08:00-22:00,2020-09-19,2025-07-29 19:50:56.311614,1
970,2,211,Castro,"Quadra Vinícius Albuquerque, 360
Cardoso
39160-949 Novaes / TO",78418-468,-23.592474661370268,-46.7850023955314,+55 (031) 7677-4643,08:00-22:00,2020-01-08,2025-07-29 19:50:56.311614,1
971,10,295,Caldeira,"Loteamento Casa Grande, 5
Serra Verde
63685-895 Mendonça da Prata / AC",76101807,-23.579582843952206,-46.62288658062787,+55 (031) 6575-6987,08:00-22:00,2023-10-13,2025-07-29 19:50:56.311614,1
972,4,396,Pinto Abreu e Filhos,"Favela de Ferreira, 32
Vila Ecológica
72660224 Cardoso do Oeste / PR",96982654,-23.61373167329978,-46.59889391265342,61 6678-6053,08:00-22:00,2021-08-09,2025-07-29 19:50:56.311614,1
973,5,445,Gomes Silva - EI,"Estrada Liam da Mota, 97
Aeroporto
41732-939 Sampaio do Sul / PI",89717-898,-23.663582925888228,-46.61380398262613,(084) 3632-3440,08:00-22:00,2022-08-01,2025-07-29 19:50:56.311614,1
974,2,292,Aparecida,"Parque Ferreira, 23
Vila Nova Cachoeirinha 3ª Seção
68796703 Cassiano / PB",18168-768,-23.57388193110126,-46.63755694440243,+55 (031) 3480-8193,08:00-22:00,2019-03-01,2025-07-29 19:50:56.311614,1
975,10,490,Pacheco,"Feira Costa, 188
Pindorama
86219-325 da Cruz / AM",55636-722,-23.694918149423287,-46.74759477281115,+55 41 4244 5337,08:00-22:00,2015-12-14,2025-07-29 19:50:56.311614,1
976,10,348,Cunha S.A.,"Área Correia, 92
Paulo Vi
89732-971 da Cruz / SC",49939-946,-23.563226928171822,-46.54771383160942,+55 41 0076-1902,08:00-22:00,2023-08-25,2025-07-29 19:50:56.311614,1
977,10,265,Gonçalves,"Viela de Vasconcelos, 3
Vila Santo Antônio Barroquinha
26243806 Barbosa / TO",23203-473,-23.482498068569054,-46.701733519091924,+55 (031) 1372 3384,08:00-22:00,2020-04-15,2025-07-29 19:50:56.311614,1
978,7,253,Ferreira,"Condomínio de Borges, 66
Jardim Leblon
02411-497 Castro / SC",14769-660,-23.411776490170656,-46.504146541166136,+55 (021) 9481 2847,08:00-22:00,2018-05-03,2025-07-29 19:50:56.311614,1
979,4,44,Pereira,"Estação Luara Jesus, 747
Teixeira Dias
40010780 Correia da Prata / MA",64600-480,-23.676416056630188,-46.68454266063174,+55 84 6095 9084,08:00-22:00,2016-04-05,2025-07-29 19:50:56.311614,1
980,9,75,da Cunha,"Rodovia de Carvalho, 458
Califórnia
31486262 Gonçalves / PI",21345-018,-23.61561278874735,-46.72109854680769,+55 (021) 0691 8899,08:00-22:00,2017-02-12,2025-07-29 19:50:56.311614,1
981,8,53,Abreu,"Rodovia de Sampaio
Vila São João Batista
63398928 Souza das Pedras / AC",55013056,-23.551760684516488,-46.531724755865476,+55 61 9316 8109,08:00-22:00,2025-05-23,2025-07-29 19:50:56.311614,1
982,10,286,Vieira Vargas e Filhos,"Viaduto de Campos
Trevo
96820-863 Fernandes das Pedras / RO",13535-429,-23.648883615389423,-46.629775751042686,+55 41 9134 6289,08:00-22:00,2021-11-11,2025-07-29 19:50:56.311614,1
983,9,371,Gonçalves,"Rodovia Aragão
Comiteco
77877-908 Pacheco / RN",88414-764,-23.66495144337711,-46.58344486794758,51 0735 1151,08:00-22:00,2016-05-15,2025-07-29 19:50:56.311614,1
984,8,66,Rodrigues,"Viaduto Sá, 59
Braúnas
10656-002 Araújo / MG",38535-536,-23.564304568364832,-46.67748036500183,0500 109 8611,08:00-22:00,2023-12-07,2025-07-29 19:50:56.311614,1
985,5,38,Carvalho Ltda.,"Setor Maria Sophia Brito, 96
Jatobá
02223525 Garcia de Jesus / AP",03000898,-23.525780841332338,-46.533925348216925,0300-303-6569,08:00-22:00,2023-03-28,2025-07-29 19:50:56.311614,1
986,9,254,Caldeira,"Travessa Pacheco, 98
Mariano De Abreu
75046-672 Lopes / PA",26153-234,-23.45393768203609,-46.524682436104705,(061) 1915 0079,08:00-22:00,2018-11-23,2025-07-29 19:50:56.311614,1
